Volcano_Number,Volcano_Name,Primary_Volcano_Type,Latitude,Longitude,Elevation
283200,Matugamine,Synonym of Matsugamine,NULL,NULL,NULL
252140,Matupi,Synonym of Tavurvur,NULL,NULL,NULL
252140,Matupit Island,Cone of Rabaul,NULL,NULL,NULL
271020,Matutan,Synonym of Matutum,NULL,NULL,NULL
353080,Marchena,Shield,0.33,-90.47,343
257081,Mau,Synonym of Loboa,NULL,NULL,NULL
357130,Mocho-Choshuenco,Stratovolcano(es),-39.927,-72.027,2422
244040,Mauga Afi,Fissure vent of Savai'i,NULL,NULL,NULL
244030,Mauga Ali'i,Cone of Upolu,NULL,NULL,NULL
244040,Mauga Mu,Pyroclastic cone of Savai'i,NULL,NULL,NULL
244040,Mauga Silisili,Pyroclastic cone of Savai'i,NULL,NULL,NULL
244040,Maugaloa,Pyroclastic cone of Savai'i,NULL,NULL,NULL
244030,Mauga-o-Savai'i,Cone of Upolu,NULL,NULL,NULL
271011,"Maughan, Lake",Synonym of Parker,NULL,NULL,NULL
332060,"Maui, Puu O",Cone of Haleakala,NULL,NULL,NULL
357061,"Maule, Domos del","Dome of Maule, Laguna del",NULL,NULL,NULL
257050,Lopevi,Stratovolcano,-16.507,168.346,1413
332060,Mauna Haleakala,Synonym of Haleakala,NULL,NULL,NULL
332060,Mauna Hina,Cone of Haleakala,NULL,NULL,NULL
332010,Mauna Iki,Shield volcano of Kilauea,NULL,NULL,NULL
221151,Yangudi,Complex,10.58,41.042,1383
268072,Amasing,Stratovolcano(es),-0.53,127.48,1030
332010,Mauna Ulu,Shield volcano of Kilauea,NULL,NULL,NULL
241061,Maungaiti,Dome of Maroa,NULL,NULL,NULL
241050,Maungakakaramea,Cone of Okataina,NULL,NULL,NULL
241011,Maungakaramea,Cone of Whangarei,NULL,NULL,NULL
241010,Maungakawakawa,Cone of Kaikohe-Bay of Islands,NULL,NULL,NULL
241070,Maunganamu,Dome of Taupo,NULL,NULL,NULL
241050,Maungaongaonga,Cone of Okataina,NULL,NULL,NULL
241020,Maungataketake,Cone of Auckland Volcanic Field,NULL,NULL,NULL
241011,Maungatapere,Cone of Whangarei,NULL,NULL,NULL
241010,Maungaturoto,Cone of Kaikohe-Bay of Islands,NULL,NULL,NULL
241011,Maunu,Cone of Whangarei,NULL,NULL,NULL
354004,"Mauras, Cerro",Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
243070,Maurelle Island of 1781 (?),Synonym of Lateiki,NULL,NULL,NULL
233020,Maurice and Katia Krafft Crater,"Crater of Fournaise, Piton de la",NULL,NULL,NULL
210010,Mauseberg,Pyroclastic cone of West Eifel Volcanic Field,NULL,NULL,NULL
371030,Mavahlidargigir,Crater Row of Krysuvik,NULL,NULL,NULL
212030,Mavro Vouni,Dome of Mílos,NULL,NULL,NULL
212030,Mavros Kavos,Dome of Mílos,NULL,NULL,NULL
212030,Mawra Cremna,Thermal of Mílos,NULL,NULL,NULL
273050,Mayabobo,Cone of Banahaw,NULL,NULL,NULL
282100,Maye-yama,Synonym of Mayu-yama,NULL,NULL,NULL
283050,Hakusan,Stratovolcano,36.155,136.771,2702
273060,Mayondon Point,Cone of San Pablo Volcanic Field,NULL,NULL,NULL
357110,Llaima,Stratovolcano,-38.692,-71.729,3125
342080,"Mayor, Pico",Synonym of Acatenango,NULL,NULL,NULL
344020,"Mayotepe, Cerro","Synonym of Moyotepe, Cerro",NULL,NULL,NULL
358053,Puyuhuapi,Pyroclastic cone(s),-44.3,-72.53,524
285020,Mayugata,Crater of Hokkaido-Komagatake,NULL,NULL,NULL
282100,Mayu-yama,Dome of Unzendake,NULL,NULL,NULL
322160,"Mazama, Mount",Synonym of Crater Lake,NULL,NULL,NULL
341080,Mazatepec,Cone of Chichinautzin,NULL,NULL,NULL
213020,Mazik Dagi,Dome of Nemrut Dagi,NULL,NULL,NULL
341002,"Mazo, Mount",Pyroclastic cone of San Quintín Volcanic Field,NULL,NULL,NULL
383060,"Mazo, Volcán de","Synonym of Roja de Mazo, Caldera",NULL,NULL,NULL
225060,"Mazrub, Jebel",Cone of Bayuda Volcanic Field,NULL,NULL,NULL
341093,Maztaloya,"Cone of Humeros, Los",NULL,NULL,NULL
211042,"Mazzacaruso, Monte",Stratovolcano of Lipari,NULL,NULL,NULL
223030,Mbati,Cone of Nyiragongo,NULL,NULL,NULL
224030,Mbatnou,Cone of Oku Volcanic Field,NULL,NULL,NULL
245010,Mbenumbenu,Cone of Taveuni,NULL,NULL,NULL
257040,Mbuelesu,Synonym of Mbwelesu,NULL,NULL,NULL
223003,Mbuga,Maar of Katwe-Kikorongo,NULL,NULL,NULL
223001,Mbuzi,Tuff cone of Fort Portal,NULL,NULL,NULL
257040,Mbwelesu,Crater of Ambrym,NULL,NULL,NULL
234060,Mcall Kop,Cone of Prince Edward Island,NULL,NULL,NULL
327120,McCartys,Fissure vent of Zuni-Bandera,NULL,NULL,NULL
311300,Mcculloch Peak,Former dome of Bogoslof,NULL,NULL,NULL
354008,"Nicholson, Cerro",Pyroclastic cone,-16.261,-71.754,2525
259010,"Mcintyre, Mount",Cone of Newer Volcanics Province,NULL,NULL,NULL
322110,McKay Butte,Dome of Newberry,NULL,NULL,NULL
244050,Mckee,Cone of Wallis Islands,NULL,NULL,NULL
323010,Mckenzie Butte,Dome of Shasta,NULL,NULL,NULL
322060,Mckenzie Highway Lava Field,Synonym of Belknap,NULL,NULL,NULL
324010,Mckinney Butte,Cone of Black Butte Crater Lava Field,NULL,NULL,NULL
241020,Mclennan's Hill,Cone of Auckland Volcanic Field,NULL,NULL,NULL
320150,Mcleod Hill,Tuya of Wells Gray-Clearwater,NULL,NULL,NULL
241020,Mcloughlin's Hill,Synonym of Matakarua,NULL,NULL,NULL
234060,Mcnish Bay Cone,Tuff cone of Prince Edward Island,NULL,NULL,NULL
322010,Hood,Stratovolcano,45.374,-121.695,3426
320180,Meager Creek Hot Spring,Hot Spring of Meager,NULL,NULL,NULL
320180,Meager Creek Volcanic Field,Synonym of Meager,NULL,NULL,NULL
285070,Meakan,Stratovolcano of Akan Caldera,NULL,NULL,NULL
285070,Me-Akan,Synonym of Meakan,NULL,NULL,NULL
283230,Medake,Cone of Akita-Komagatake,NULL,NULL,NULL
231090,"Medam, Jabal","Crater of Arhab, Harra of",NULL,NULL,NULL
344100,"Media Luna, La",Pyroclastic cone of Masaya,NULL,NULL,NULL
357140,"Media Luna, Volcán",Cone of Carran-Los Venados,NULL,NULL,NULL
383030,Media Montaña,Cone of Tenerife,NULL,NULL,NULL
355035,"Jayu Khota, Laguna",Maar(s),-19.463,-67.432,3650
323020,Medicine Lake Highland,Synonym of Medicine Lake,NULL,NULL,NULL
231070,"Medina, Harrat el-","Synonym of Rashid, Harrat",NULL,NULL,NULL
357060,"Medio, Cerro del",Synonym of Quizapu,NULL,NULL,NULL
357042,"Medio, Cerro el",Cone of Calabozos,NULL,NULL,NULL
264110,Medja,Synonym of Pui,NULL,NULL,NULL
290310,Mednyi,Stratovolcano of Tao-Rusyr Caldera,NULL,NULL,NULL
300530,Medvevezhy,Stratovolcano of Leutongey,NULL,NULL,NULL
290100,Medvezhii,Stratovolcano of Moyorodake [Medvezhia],NULL,NULL,NULL
290100,Medvezhii,Synonym of Moyorodake [Medvezhia],NULL,NULL,NULL
210010,Meerfelder,Maar of West Eifel Volcanic Field,NULL,NULL,NULL
333040,Meetia,Synonym of Mehetia,NULL,NULL,NULL
221115,Manda Hararo,Shield(s),12.17,40.82,600
212040,Megalo Vouno,Pyroclastic cone of Santorini,NULL,NULL,NULL
212050,Megalos Polybotes,Synonym of Polyvotis Megalos,NULL,NULL,NULL
358020,Calbuco,Stratovolcano,-41.33,-72.618,1974
283180,Azumayama,Stratovolcano(es),37.735,140.244,1949
221090,Ale Bagu,Stratovolcano,13.512,40.631,988
285030,Meiji-Shinzan,Dome of Toya,NULL,NULL,NULL
285030,Meizi-Sinzan,Synonym of Meiji-Shinzan,NULL,NULL,NULL
264110,Meja,Synonym of Pui,NULL,NULL,NULL
213001,Meke Dag,Cone of Karapinar Field,NULL,NULL,NULL
213001,Meke Golu,Crater of Karapinar Field,NULL,NULL,NULL
213001,Meke Obruk,Crater of Karapinar Field,NULL,NULL,NULL
333040,Meketia,Synonym of Mehetia,NULL,NULL,NULL
285031,Mekuninai,Cone of Niseko,NULL,NULL,NULL
224010,Melamete,Cone of Cameroon,NULL,NULL,NULL
231160,Melan Oros,"Synonym of Sawad, Harra Es-",NULL,NULL,NULL
263350,"Melaten, Gunung",Cone of Ijen,NULL,NULL,NULL
268060,"Melayu, Bukit",Cone of Gamalama,NULL,NULL,NULL
354060,"Casiri, Nevados",Stratovolcano(es),-17.47,-69.813,5650
371030,Melholl,Crater Row of Krysuvik,NULL,NULL,NULL
371020,Melholl,Crater Row of Reykjanes,NULL,NULL,NULL
358052,Melimoto,Synonym of Melimoyu,NULL,NULL,NULL
358052,Melimoya,Synonym of Melimoyu,NULL,NULL,NULL
221021,Zukur,Shield,14.02,42.75,624
357102,Mellizo Sur,"Synonym of Mellizos, Cerro los",NULL,NULL,NULL
357102,"Mellizos, Cerro los","Pyroclastic cone of Blanca, Laguna",NULL,NULL,NULL
341031,"Melón, Volcán",Dome of Mascota Volcanic Field,NULL,NULL,NULL
341060,"Melón, Volcán el",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
383040,"Melosal, El",Pyroclastic cone of Gran Canaria,NULL,NULL,NULL
371030,Melrakkahraun,Crater Row of Krysuvik,NULL,NULL,NULL
357010,Tupungatito,Stratovolcano,-33.425,-69.797,5660
357150,Mencheca,Stratovolcano of Puyehue-Cordon Caulle,NULL,NULL,NULL
344111,"Menco, Cerro el",Cone of Zapatera,NULL,NULL,NULL
256010,Mendana,Cone of Tinakula,NULL,NULL,NULL
290020,Mendeleev,Synonym of Raususan [Mendeleev],NULL,NULL,NULL
290020,Mendeleyev,Synonym of Raususan [Mendeleev],NULL,NULL,NULL
221112,Alayta,Shield,12.888,40.573,1496
283030,Menmarubi,Vent of Fujisan,NULL,NULL,NULL
300210,Menner,Shield volcano of Gamchen,NULL,NULL,NULL
290100,Menshiy Brat,Synonym of Menshoi Brat,NULL,NULL,NULL
290100,Menshoi Brat,Dome of Moyorodake [Medvezhia],NULL,NULL,NULL
275030,Toroeng Prong,Pyroclastic cone,14.93,108,800
283180,Menuma,Crater of Azumayama,NULL,NULL,NULL
257021,Mera Lava,Synonym of Mere Lava,NULL,NULL,NULL
261120,"Merah, Danau",Crater of Sorikmarapi,NULL,NULL,NULL
257021,Meralab,Synonym of Mere Lava,NULL,NULL,NULL
261140,Merapi,Synonym of Marapi,NULL,NULL,NULL
214090,Porak,Stratovolcano,40.028,45.74,3029
263350,"Merapi, Gunung",Stratovolcano of Ijen,NULL,NULL,NULL
263240,Merbaboe,Synonym of Merbabu,NULL,NULL,NULL
352010,Reventador,Stratovolcano,-0.077,-77.656,3562
383020,"Mercadel, Montaña de",Pyroclastic cone of Hierro,NULL,NULL,NULL
213004,Mercimek Tepe,Cone of Acigöl-Nevsehir,NULL,NULL,NULL
210020,"Mercoeur, Puy de",Cone of Chaine des Puys,NULL,NULL,NULL
263200,Merdada,Cone - Crater of Dieng Volcanic Complex,NULL,NULL,NULL
263200,Merdodo,Synonym of Merdada,NULL,NULL,NULL
327040,Markagunt Plateau,Volcanic field,37.58,-112.67,2840
263230,"Mergi, Gunung",Cone of Ungaran,NULL,NULL,NULL
222160,Merker Kegel,Synonym of Ash Cone,NULL,NULL,NULL
372050,Merkurhraun,Fissure vent of Torfajokull,NULL,NULL,NULL
390022,Merrem Peak,Caldera of Berlin,NULL,NULL,NULL
322160,Merriam Cone,Pyroclastic cone of Crater Lake,NULL,NULL,NULL
329020,Merriam Crater,Pyroclastic cone of San Francisco Volcanic Field,NULL,NULL,NULL
322160,Merriam Point,Dome of Crater Lake,NULL,NULL,NULL
225060,Mersidat,Cone of Bayuda Volcanic Field,NULL,NULL,NULL
354031,Ticsani,Lava dome(s),-16.755,-70.595,5408
341060,Mesa de Huanárucua,Lava cone of Michoacan-Guanajuato,NULL,NULL,NULL
341061,Mesa de San Jerónimo,Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
341060,Mesa de Zirimondiro,Lava cone of Michoacan-Guanajuato,NULL,NULL,NULL
273060,"Mesa, Cerro de La",Tuff cone of San Pablo Volcanic Field,NULL,NULL,NULL
341080,"Mesa, La",Cone of Chichinautzin,NULL,NULL,NULL
346030,"Mesa, La","Pleistocene caldera of Valle, El",NULL,NULL,NULL
265050,Mesah,Synonym of Teon,NULL,NULL,NULL
343051,"Mesas, Cerro las","Pyroclastic cone of Cinotepeque, Cerro",NULL,NULL,NULL
341031,"Mesas, Volcán las",Dome of Mascota Volcanic Field,NULL,NULL,NULL
342090,Meseta,Stratovolcano of Fuego,NULL,NULL,NULL
300140,Meso-Semiachik,Stratovolcano of Maly Semyachik,NULL,NULL,NULL
320070,Mess Creek Hot Spring,Hot Spring of Spectrum Range,NULL,NULL,NULL
320070,Mess Lake Hot Springs,Hot Spring of Spectrum Range,NULL,NULL,NULL
320070,Mess Lake Lava Field,Vent of Spectrum Range,NULL,NULL,NULL
320050,Meszah Peak,Cone of Level Mountain,NULL,NULL,NULL
341060,"Metate, Cerro el",Shield volcano of Michoacan-Guanajuato,NULL,NULL,NULL
311300,Metcalf Domes,Former dome of Bogoslof,NULL,NULL,NULL
341080,Metepec,Cone of Chichinautzin,NULL,NULL,NULL
345010,Orosi,Stratovolcano(es),10.98,-85.473,1659
243070,Metis Shoal,Synonym of Lateiki,NULL,NULL,NULL
341091,Metlalcueyatle,"Synonym of Malinche, La",NULL,NULL,NULL
311350,Metrogoon Lake,Synonym of Fisher,NULL,NULL,NULL
214070,Mets Tsougloukh,Cone of Ghegham Volcanic Ridge,NULL,NULL,NULL
341012,Comondu-La Purisima,Volcanic field,26,-111.92,780
210020,"Mey, Puy de",Cone of Chaine des Puys,NULL,NULL,NULL
390028,Meyers Nunatak,Cone of Hudson Mountains,NULL,NULL,NULL
213020,Mezarliktepe,Cone of Nemrut Dagi,NULL,NULL,NULL
357061,"Maule, Laguna del",Caldera,-36.058,-70.492,2162
224030,Mfomben,Cone of Oku Volcanic Field,NULL,NULL,NULL
223060,Mgahinga,Synonym of Gahinga,NULL,NULL,NULL
284011,Miana,Crater of Toshima,NULL,NULL,NULL
281032,Miantian,Dome of Tatun Volcanic Group,NULL,NULL,NULL
390090,Michael,Stratovolcano of Saunders,NULL,NULL,NULL
357072,"Michico, Cerro",Cone of Tromen,NULL,NULL,NULL
355050,"Michincha, Cerro",Stratovolcano of Olca-Paruma,NULL,NULL,NULL
274010,Camiguin de Babuyanes,Stratovolcano,18.83,121.86,712
358040,Michinmavida,Synonym of Michinmahuida,NULL,NULL,NULL
323110,Mono Lake Volcanic Field,Pyroclastic cone(s),38,-119.03,2121
343060,"Micos, Cerro de los",Dome of Ilopango,NULL,NULL,NULL
360100,Micotrin,"Dome of Trois Pitons, Morne",NULL,NULL,NULL
212050,Micros Polybotes,Synonym of Polyvotis Micros,NULL,NULL,NULL
211071,"Mida, Cuddia",Vent of Pantelleria,NULL,NULL,NULL
357120,Villarrica,Stratovolcano,-39.42,-71.93,2847
283030,Midashi-yama,Synonym of Fujisan,NULL,NULL,NULL
255050,Middle Hill,"Synonym of Patukio, Mount",NULL,NULL,NULL
360030,Middle Range,Stratovolcano of Liamuiga,NULL,NULL,NULL
322070,Middle Sister,Stratovolcano of Three Sisters,NULL,NULL,NULL
371051,Midfell,Tuya of Hromundartindur,NULL,NULL,NULL
372030,Midhdalsjokull,Synonym of Katla,NULL,NULL,NULL
372030,Midkvislarhraun,Fissure vent of Katla,NULL,NULL,NULL
290180,Midori,Synonym of Zavaritzki Caldera,NULL,NULL,NULL
283050,Midoriga-ike,Crater of Hakusan,NULL,NULL,NULL
290180,Midoriiko,Synonym of Zavaritzki Caldera,NULL,NULL,NULL
372020,Midskalarheidarhraun,Fissure vent of Eyjafjallajokull,NULL,NULL,NULL
283030,Mie-yama,Synonym of Fujisan,NULL,NULL,NULL
304030,Migong Shan,Pyroclastic cone of Kunlun Volcanic Group,NULL,NULL,NULL
390090,Miguel,Synonym of Michael,NULL,NULL,NULL
222130,Migululu,Cone of Chyulu Hills,NULL,NULL,NULL
223020,Mihaga,Cone of Nyamuragira,NULL,NULL,NULL
284050,Mihara,Pleistocene caldera of Hachijojima,NULL,NULL,NULL
283130,Miharashi-yama,Dome of Akagisan,NULL,NULL,NULL
284010,Miharayama,Cone of Izu-Oshima,NULL,NULL,NULL
223020,Mihonga,Cone of Nyamuragira,NULL,NULL,NULL
305040,Mihunzheng,Pyroclastic cone of Jingbo,NULL,NULL,NULL
282090,Miike,Maar of Kirishimayama,NULL,NULL,NULL
283131,Miike-dake,Dome of Hiuchigatake,NULL,NULL,NULL
283030,Mikage-san,Synonym of Fujisan,NULL,NULL,NULL
283030,Mikami-yama,Synonym of Fujisan,NULL,NULL,NULL
283040,Mikasa-yama,Stratovolcano of Ontakesan,NULL,NULL,NULL
223020,Mikombe,Cone of Nyamuragira,NULL,NULL,NULL
212050,Mikros Polybotes,Synonym of Polyvotis Micros,NULL,NULL,NULL
283210,Kurikomayama,Stratovolcano,38.961,140.788,1627
284041,Mikura-jima,Synonym of Mikurajima,NULL,NULL,NULL
283080,Mikurigaike,Crater of Midagahara,NULL,NULL,NULL
225060,Bayuda Volcanic Field,Pyroclastic cone(s),18.33,32.75,670
214020,Milioni,Dome of Kazbek,NULL,NULL,NULL
311160,Milky River,Thermal of Atka,NULL,NULL,NULL
327040,Miller Knoll,Cone of Markagunt Plateau,NULL,NULL,NULL
354040,Tutupaca,Stratovolcano(es),-17.026,-70.372,5801
221127,Manda Gargori,Fissure vent(s),11.75,41.48,700
321050,Milt's Pond Hot Springs,Hot Spring of St. Helens,NULL,NULL,NULL
222056,Milu Tatu,Cone of Nyambeni Hills,NULL,NULL,NULL
282120,Mimata-yama,Dome of Kujusan,NULL,NULL,NULL
353050,Mina Azufral,"Thermal of Negra, Sierra",NULL,NULL,NULL
341060,"Mina, Volcán la",Pyroclastic cone of Michoacan-Guanajuato,NULL,NULL,NULL
274010,Minabul,Cone of Camiguin de Babuyanes,NULL,NULL,NULL
284135,Minami Kasuga,Synonym of Kasuga 2,NULL,NULL,NULL
290090,Minami-Chirippu,Synonym of Minamichirippusan,NULL,NULL,NULL
290090,Minamichirippusan,Stratovolcano of Chirippusan [Chirip],NULL,NULL,NULL
285070,Minamidake,Stratovolcano of Akan Caldera,NULL,NULL,NULL
285090,Minamidake,Crater of Shiretoko-Iozan,NULL,NULL,NULL
282080,Minamidake,Crater of Aira,NULL,NULL,NULL
282080,Minami-dake,Synonym of Minamidake,NULL,NULL,NULL
285090,Minami-dake,Synonym of Minamidake,NULL,NULL,NULL
285070,Minami-dake,Synonym of Minamidake,NULL,NULL,NULL
283150,Minami-Gassan,Stratovolcano of Nasudake,NULL,NULL,NULL
251060,Umboi,Complex,-5.589,147.875,1548
284131,Minami-Hiyoshi Kaizan,Synonym of Minami-Hiyoshi,NULL,NULL,NULL
284130,Minami-Iwo-jima,Synonym of Fukutoku-Oka-no-Ba,NULL,NULL,NULL
290090,Minami-Tirippu,Synonym of Minamichirippusan,NULL,NULL,NULL
282043,Minamiyokodake,Dome of Kuchinoshima,NULL,NULL,NULL
283190,Minami-Zao,Stratovolcano of Zaozan [Zaosan],NULL,NULL,NULL
211060,"Minardo, Monte",Pyroclastic cone of Etna,NULL,NULL,NULL
352021,Minasguilca Chico,Synonym of Ninahuilca,NULL,NULL,NULL
358040,Minchenmadon,Synonym of Michinmahuida,NULL,NULL,NULL
358040,Minchinmadon,Synonym of Michinmahuida,NULL,NULL,NULL
358040,Minchinmávida,Synonym of Michinmahuida,NULL,NULL,NULL
284020,Mineji,Dome of Niijima,NULL,NULL,NULL
284020,Minezi,Synonym of Mineji,NULL,NULL,NULL
221122,Manda-Inakir,Fissure vent(s),12.38,42.2,600
257040,Minnei,Crater of Ambrym,NULL,NULL,NULL
212040,Minoan caldera,Caldera of Santorini,NULL,NULL,NULL
271080,Minokol Hill,Dome of Camiguin,NULL,NULL,NULL
211010,Minopoli,Crater of Campi Flegrei,NULL,NULL,NULL
283170,Minowa-yama,Stratovolcano of Adatarayama,NULL,NULL,NULL
284040,Miogataira,Crater of Miyakejima,NULL,NULL,NULL
284040,Mippana,Crater of Miyakejima,NULL,NULL,NULL
357140,Mirador,Pyroclastic cone of Carran-Los Venados,NULL,NULL,NULL
357110,Mirador,Crater of Llaima,NULL,NULL,NULL
341023,"Mirador, Cerro del","Tuff cone of Isabel, Isla",NULL,NULL,NULL
344091,Miraflores,Dome of Apoyeque,NULL,NULL,NULL
342120,Miraflores,Stratovolcano of Tecuamburro,NULL,NULL,NULL
344092,Miraflores-Nejapa,Synonym of Nejapa-Miraflores,NULL,NULL,NULL
225060,"Miraibta, Jebel El",Cone of Bayuda Volcanic Field,NULL,NULL,NULL
313020,Miranda,Synonym of Iliamna,NULL,NULL,NULL
313030,Mirando,Synonym of Redoubt,NULL,NULL,NULL
273090,Cagua,Stratovolcano,18.222,122.123,1133
354004,"Misahuana Mauras, Volcán",Pyroclastic cone of Andahua-Orcopampa,NULL,NULL,NULL
283003,Misaki,Synonym of Oki-Dogo,NULL,NULL,NULL
285011,Misaki,Dome of Esan,NULL,NULL,NULL
211010,"Miseno, Cabo",Tuff cone of Campi Flegrei,NULL,NULL,NULL
360030,"Misery Peak, Mount",Dome of Liamuiga,NULL,NULL,NULL
284040,Misodo-ana,Crater of Miyakejima,NULL,NULL,NULL
345040,"Misterio, del","Synonym of Río Cuarto, Laguna",NULL,NULL,NULL
345040,"Misterios, Laguna de los","Synonym of Río Cuarto, Laguna",NULL,NULL,NULL
252040,Dakataua,Caldera,-5.094,150.094,408
342030,"Mitad, La",Vent of Santa Maria,NULL,NULL,NULL
282022,Mitake,Dome of Akusekijima,NULL,NULL,NULL
282080,Mi-take,Synonym of Kitadake,NULL,NULL,NULL
360060,"Mitan, Morne",Thermal of Soufrière Guadeloupe,NULL,NULL,NULL
259010,"Mitchell, Mount",Cone of Newer Volcanics Province,NULL,NULL,NULL
327050,Miter,Crater of Black Rock Desert,NULL,NULL,NULL
284040,Mitoribata,Fissure vent of Miyakejima,NULL,NULL,NULL
283142,Mitsu-dake,Dome of Omanago Group,NULL,NULL,NULL
284090,Mitsugo-jima,Synonym of Izu-Torishima,NULL,NULL,NULL
283240,Mitsuishi-yama,Stratovolcano of Iwatesan,NULL,NULL,NULL
284090,Mitugo-zima,Synonym of Izu-Torishima,NULL,NULL,NULL
283240,Mituisi-yama,Synonym of Mitsuishi-yama,NULL,NULL,NULL
352006,Cayambe,Compound,0.029,-77.986,5790
284040,Miyake-jima,Synonym of Miyakejima,NULL,NULL,NULL
284020,Miyazuka-yama,Dome of Niijima,NULL,NULL,NULL
283120,Mizugama,Crater of Kusatsu-Shiranesan,NULL,NULL,NULL
282070,Mizunashi,Maar of Ata,NULL,NULL,NULL
284040,Mizutamari,Maar of Miyakejima,NULL,NULL,NULL
214020,Mkinvartsveri,Synonym of Kazbek,NULL,NULL,NULL
357121,"Mocho, Cordillera el",Stratovolcano of Quetrupillan,NULL,NULL,NULL
357130,"Mocho, El",Stratovolcano of Mocho-Choshuenco,NULL,NULL,NULL
221123,Mousa Alli,Stratovolcano,12.469,42.404,1993
223040,Modenda,Cone of Karisimbi,NULL,NULL,NULL
323020,Modoc-Medicine Lake Field,Synonym of Medicine Lake,NULL,NULL,NULL
282043,Moedake,Dome of Kuchinoshima,NULL,NULL,NULL
234060,Moeder-en-Kind,Cone of Prince Edward Island,NULL,NULL,NULL
385050,Ascension,Stratovolcano,-7.95,-14.37,858
263290,"Moengker, Gunung","Synonym of Mungker, Gunung",NULL,NULL,NULL
282030,Moe-shima,Synonym of Suwanosejima,NULL,NULL,NULL
261050,"Moetelong, Boer","Synonym of Telong, Bur ni",NULL,NULL,NULL
211010,Mofete,Crater of Campi Flegrei,NULL,NULL,NULL
221113,Dabbahu,Stratovolcano,12.595,40.48,1401
344120,"Mogote de las Pilas, Cerro el",Cone of Concepcion,NULL,NULL,NULL
345030,"Mogote, Cerro",Stratovolcano of Miravalles,NULL,NULL,NULL
344120,"Mogote, Loma el",Pyroclastic cone of Concepcion,NULL,NULL,NULL
332020,Moikeha,Submarine cone of Mauna Loa,NULL,NULL,NULL
290041,Moikeshi,Synonym of Moekeshiwan [Lvinaya Past],NULL,NULL,NULL
221113,Moina,Synonym of Dabbahu,NULL,NULL,NULL
244001,Ta'u,Shield,-14.23,-169.454,931
383060,"Mojon, Montaña del",Cone of Lanzarote,NULL,NULL,NULL
224003,"Moka, Pico do",Synonym of San Joaquin,NULL,NULL,NULL
233020,"Moka, Piton","Pyroclastic cone of Fournaise, Piton de la",NULL,NULL,NULL
241061,Mokai,Dome of Maroa,NULL,NULL,NULL
300240,Mokhnataya,Pyroclastic cone of Tolbachik,NULL,NULL,NULL
322110,Mokst Butte,Pyroclastic cone of Newberry,NULL,NULL,NULL
332020,Mokuaweoweo,Caldera of Mauna Loa,NULL,NULL,NULL
224010,Mokundo,Cone of Cameroon,NULL,NULL,NULL
264050,Sangeang Api,Complex,-8.2,119.07,1912
305030,Molabushan,Cone of Wudalianchi,NULL,NULL,NULL
211030,Molara,Crater of Ischia,NULL,NULL,NULL
341061,Molcajete,Cone of Zitácuaro-Valle de Bravo,NULL,NULL,NULL
341031,"Molcajete Galope, Volcán",Dome of Mascota Volcanic Field,NULL,NULL,NULL
341030,"Molcajete Grande, Volcán",Pyroclastic cone of Ceboruco,NULL,NULL,NULL
341080,"Molcajete, El",Cone of Chichinautzin,NULL,NULL,NULL
341030,"Molcajete, Volcán",Synonym of Ceboroquito,NULL,NULL,NULL
341031,"Molcajete, Volcán",Pyroclastic cone of Mascota Volcanic Field,NULL,NULL,NULL
341031,"Molcajete, Volcán el",Dome of Mascota Volcanic Field,NULL,NULL,NULL
341031,"Molcajete, Volcán el",Pyroclastic cone of Mascota Volcanic Field,NULL,NULL,NULL
264010,Molengraaff Caldera,Synonym of Batur,NULL,NULL,NULL
341001,Molina Crater,Maar of Pinacate,NULL,NULL,NULL
211003,Molino,Cone of Vulsini,NULL,NULL,NULL
264040,Molo,Cone of Tambora,NULL,NULL,NULL
300210,Molodoi,Stratovolcano of Gamchen,NULL,NULL,NULL
300180,Molodoi Kikhpinych,Synonym of Kikhpinych,NULL,NULL,NULL
300190,Molodoy,Vent of Krasheninnikov,NULL,NULL,NULL
300270,Molodoy Sheveluch,Dome of Sheveluch,NULL,NULL,NULL
332060,Molokini Islet,Tuff cone of Haleakala,NULL,NULL,NULL
354005,Huambo,Volcanic field,-15.83,-72.13,4550
344090,"Momotombito, Volcán",Lava cone of Momotombo,NULL,NULL,NULL
243061,Kao,Stratovolcano,-19.668,-175.016,1009
255021,Takuan Group,Compound,-6.442,155.608,2210
211071,Monastero,Shield volcano of Pantelleria,NULL,NULL,NULL
211071,Monastero,Synonym of Cinque Denti,NULL,NULL,NULL
300100,Monastyr,Cone of Avachinsky,NULL,NULL,NULL
300100,Monastyr,Synonym of Avachinsky,NULL,NULL,NULL
357050,Mondaca,Synonym of Lengua de Vulcano,NULL,NULL,NULL
259010,Mondilibi,Vent of Newer Volcanics Province,NULL,NULL,NULL
